"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"City Hotel",0,26,2016,"May",21,18,0,1,1,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","7","NULL",0,"Transient",120.12,0,1,"Check-Out","2016-05-19"
"Resort Hotel",0,235,2016,"October",43,17,1,1,2,0,0,"BB","BEL","Direct","Direct",0,0,1,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",74.5,1,1,"Check-Out","2016-10-19"
"Resort Hotel",0,134,2016,"July",29,14,1,3,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","F",0,"No Deposit","156","NULL",0,"Transient",125.25,0,2,"Check-Out","2016-07-18"
"Resort Hotel",1,145,2017,"March",13,31,2,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",69.25,0,2,"Canceled","2016-11-08"
"City Hotel",1,97,2015,"October",41,5,1,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","29","NULL",0,"Transient",140,0,0,"Canceled","2015-07-03"
"City Hotel",0,74,2017,"July",26,1,2,2,1,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","9","NULL",0,"Transient",150,0,1,"Check-Out","2017-07-05"
"City Hotel",1,17,2016,"June",25,13,1,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","118","NULL",0,"Transient",95,0,0,"Canceled","2016-05-30"
"City Hotel",0,102,2015,"October",42,16,0,2,2,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","6","NULL",0,"Transient-Party",109,0,0,"Check-Out","2015-10-18"
"City Hotel",0,75,2016,"December",49,3,1,1,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","28","NULL",0,"Transient",75,0,0,"Check-Out","2016-12-05"
"City Hotel",1,111,2017,"April",15,13,2,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","16","NULL",0,"Transient",89.1,0,1,"Canceled","2016-12-27"
"Resort Hotel",0,162,2016,"October",41,4,2,5,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","C",1,"No Deposit","242","NULL",0,"Transient",67.57,0,1,"Check-Out","2016-10-11"
"Resort Hotel",0,9,2016,"December",52,18,2,0,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",62,1,1,"Check-Out","2016-12-20"
"Resort Hotel",0,0,2016,"November",48,25,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",38.7,0,0,"Check-Out","2016-11-26"
"Resort Hotel",0,2,2017,"May",20,15,1,0,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",82,1,2,"Check-Out","2017-05-16"
"Resort Hotel",1,257,2016,"June",24,5,4,6,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240","NULL",0,"Transient",121.5,0,1,"Canceled","2015-09-22"
"City Hotel",0,149,2017,"May",18,2,0,4,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",139.5,0,1,"Check-Out","2017-05-06"
"City Hotel",1,222,2016,"December",49,2,1,2,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",72.9,0,2,"Canceled","2016-09-16"
"Resort Hotel",0,335,2016,"September",38,14,2,4,2,0,0,"BB","GBR","Groups","Direct",0,0,0,"A","A",1,"No Deposit","NULL","223",0,"Transient-Party",71,1,0,"Check-Out","2016-09-20"
"Resort Hotel",0,10,2016,"June",25,18,2,2,3,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","E",0,"No Deposit","241","NULL",0,"Transient",158.58,0,2,"Check-Out","2016-06-22"
"City Hotel",0,75,2017,"March",13,31,1,2,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",89.83,0,0,"Check-Out","2017-04-03"
"City Hotel",0,3,2017,"January",3,15,1,0,1,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",88,0,0,"Check-Out","2017-01-16"
"City Hotel",0,21,2017,"March",11,14,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",2,"No Deposit","254","NULL",0,"Transient-Party",251,0,0,"Check-Out","2017-03-15"
"City Hotel",1,25,2016,"December",53,25,2,0,2,0,0,"HB","FIN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",152,0,0,"Canceled","2016-12-06"
"Resort Hotel",1,155,2015,"October",44,31,0,1,2,0,0,"BB","PRT","Groups","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",36,0,0,"Canceled","2015-10-29"
"Resort Hotel",0,0,2016,"January",5,27,0,1,1,0,0,"BB","PRT","Direct","Direct",0,0,2,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",39,0,0,"Check-Out","2016-01-28"
"City Hotel",0,9,2016,"November",46,11,0,2,2,0,0,"BB","PRT","Complementary","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",0,1,3,"Check-Out","2016-11-13"
"City Hotel",1,107,2016,"September",37,5,1,3,2,0,0,"SC","VEN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",118.8,0,1,"Canceled","2016-08-13"
"City Hotel",1,408,2017,"May",22,30,0,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","229","NULL",0,"Transient",90,0,0,"Canceled","2017-05-05"
"City Hotel",1,164,2017,"May",20,15,1,2,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","NULL",0,"Transient",160,0,0,"Canceled","2017-01-31"
"City Hotel",1,325,2016,"October",43,17,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","58","NULL",0,"Transient",95,0,0,"Canceled","2016-01-06"
"City Hotel",1,0,2017,"May",22,29,1,0,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",12,0,0,"Canceled","2017-05-29"
"City Hotel",0,53,2015,"August",35,24,1,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","1","NULL",0,"Transient-Party",60,0,0,"Check-Out","2015-08-26"
"Resort Hotel",0,26,2016,"September",38,12,1,2,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",146.1,0,0,"Check-Out","2016-09-15"
"Resort Hotel",1,71,2015,"August",35,25,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",154,0,0,"Canceled","2015-08-04"
"Resort Hotel",0,195,2016,"May",20,13,2,5,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"A","C",0,"No Deposit","314","NULL",0,"Transient",43.19,0,2,"Check-Out","2016-05-20"
"City Hotel",0,61,2015,"September",36,5,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,0,"Check-Out","2015-09-09"
"Resort Hotel",1,96,2017,"April",16,19,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",90,0,1,"Canceled","2017-03-31"
"Resort Hotel",1,11,2016,"May",22,27,1,2,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",139,0,0,"Canceled","2016-05-16"
"Resort Hotel",0,17,2016,"December",49,1,2,5,1,0,0,"Undefined","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","464","NULL",0,"Transient",48,0,0,"Check-Out","2016-12-08"
"City Hotel",1,283,2015,"July",31,27,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"Non Refund","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-06-29"
"City Hotel",1,27,2016,"June",24,9,0,1,2,0,0,"BB","PRT","Offline TA/TO","Corporate",0,0,0,"A","A",0,"No Deposit","191","NULL",0,"Transient-Party",120,0,0,"Canceled","2016-06-02"
"City Hotel",0,166,2016,"August",32,6,2,1,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",103.5,1,1,"Check-Out","2016-08-09"
"Resort Hotel",0,231,2016,"June",25,15,0,3,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","6","NULL",0,"Transient",81,0,2,"Check-Out","2016-06-18"
"City Hotel",1,80,2017,"March",13,31,0,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","56","NULL",0,"Transient",90,0,0,"Canceled","2017-01-10"
"Resort Hotel",1,24,2017,"April",14,8,0,1,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"E","F",0,"No Deposit","240","NULL",0,"Transient",147,0,1,"No-Show","2017-04-08"
"Resort Hotel",0,47,2015,"December",52,23,1,4,2,0,0,"BB","IRL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",49,1,1,"Check-Out","2015-12-28"
"City Hotel",1,17,2016,"April",15,6,0,4,2,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",133.5,0,0,"Canceled","2016-03-25"
"City Hotel",0,35,2016,"July",29,11,1,1,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",118.15,0,1,"Check-Out","2016-07-13"
"City Hotel",0,4,2016,"February",8,19,0,1,1,0,0,"BB","DEU","Corporate","TA/TO",0,0,0,"A","D",0,"No Deposit","NULL","67",0,"Transient-Party",81,0,0,"Check-Out","2016-02-20"
"City Hotel",1,106,2017,"August",33,19,2,1,2,0,0,"SC","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125,0,0,"Canceled","2017-05-08"
"City Hotel",1,38,2017,"January",2,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",0,"Non Refund","NULL","67",0,"Transient",75,0,0,"Canceled","2016-12-07"
"City Hotel",1,95,2016,"November",48,20,2,0,1,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-09-21"
"City Hotel",1,80,2016,"November",48,21,1,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",86.4,0,0,"Canceled","2016-09-07"
"Resort Hotel",1,109,2016,"May",19,2,2,5,1,1,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","71","NULL",0,"Transient",72.5,0,1,"Canceled","2016-02-09"
"City Hotel",0,3,2016,"February",9,25,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","A",0,"No Deposit","NULL","40",0,"Transient-Party",66,0,0,"Check-Out","2016-02-26"
"City Hotel",0,190,2017,"July",29,17,1,2,2,1,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",125.1,0,2,"Check-Out","2017-07-20"
"Resort Hotel",1,244,2016,"September",39,20,2,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",80,0,1,"Canceled","2016-01-28"
"Resort Hotel",0,1,2015,"August",33,13,0,1,3,0,0,"BB","IRL","Corporate","Corporate",0,0,0,"A","F",0,"No Deposit","NULL","110",0,"Transient",158,1,1,"Check-Out","2015-08-14"
"Resort Hotel",1,232,2016,"November",48,26,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","11","NULL",0,"Transient",30,0,0,"Canceled","2016-10-18"
"City Hotel",1,192,2016,"October",43,21,1,2,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",96.3,0,0,"Canceled","2016-06-06"
"City Hotel",0,405,2017,"July",27,4,0,2,1,0,0,"HB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","6","NULL",0,"Transient-Party",91.5,0,0,"Check-Out","2017-07-06"
"Resort Hotel",0,133,2016,"February",8,15,1,1,2,0,0,"BB","POL","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient-Party",26.1,0,1,"Check-Out","2016-02-17"
"City Hotel",1,447,2016,"September",40,29,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"Resort Hotel",0,18,2017,"January",4,27,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","467","NULL",0,"Transient",54.56,0,0,"Check-Out","2017-01-30"
"Resort Hotel",0,157,2017,"July",30,28,2,7,2,0,0,"BB","PRT","Direct","Direct",0,0,4,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",209.4,1,4,"Check-Out","2017-08-06"
"City Hotel",0,159,2016,"July",31,28,1,3,2,1,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",115.5,1,1,"Check-Out","2016-08-01"
"City Hotel",0,307,2017,"May",19,11,0,1,2,0,0,"BB","MOZ","Offline TA/TO","TA/TO",0,0,0,"A","D",1,"No Deposit","467","NULL",0,"Transient-Party",89.1,0,0,"Check-Out","2017-05-12"
"City Hotel",0,77,2016,"November",48,23,0,1,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",86.4,0,2,"Check-Out","2016-11-24"
"Resort Hotel",1,37,2015,"November",46,8,2,5,1,0,0,"BB","PRT","Corporate","Corporate",0,0,0,"A","A",1,"No Deposit","185","281",0,"Transient-Party",36,0,0,"Canceled","2015-10-23"
"City Hotel",0,181,2016,"August",34,16,0,3,2,0,0,"SC","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",94.5,0,1,"Check-Out","2016-08-19"
"Resort Hotel",0,7,2016,"June",23,1,0,2,1,0,0,"BB","PRI","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","154",0,"Transient",58,0,0,"Check-Out","2016-06-03"
"City Hotel",1,312,2015,"August",35,25,0,4,2,0,0,"BB","PRT","Groups","TA/TO",0,1,0,"A","A",0,"No Deposit","1","NULL",0,"Transient-Party",62,0,0,"Canceled","2015-07-06"
"Resort Hotel",0,121,2016,"July",31,29,2,6,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",221.38,0,1,"Check-Out","2016-08-06"
"Resort Hotel",0,0,2017,"January",2,14,2,1,2,0,0,"BB","SWE","Direct","Direct",1,0,0,"A","A",1,"No Deposit","NULL","NULL",0,"Transient",50,1,0,"Check-Out","2017-01-17"
"City Hotel",0,42,2017,"February",7,16,0,3,2,0,0,"SC","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",67.76,0,2,"Check-Out","2017-02-19"
"City Hotel",1,55,2016,"August",34,16,0,3,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",2,"No Deposit","9","NULL",0,"Transient",149.4,0,0,"Canceled","2016-06-28"
"City Hotel",1,305,2016,"November",45,4,1,2,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","21","NULL",0,"Transient",89,0,0,"Canceled","2016-02-01"
"Resort Hotel",1,72,2016,"February",6,6,2,1,2,0,0,"HB","PRT","Groups","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient-Party",73.33,0,0,"Canceled","2016-01-19"
"Resort Hotel",1,262,2016,"July",31,25,1,4,2,0,1,"BB","PRT","Online TA","TA/TO",0,0,0,"A","C",3,"No Deposit","240","NULL",0,"Transient",8,0,2,"Canceled","2016-04-18"
"City Hotel",0,148,2016,"May",19,5,0,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient-Party",105.3,0,0,"Check-Out","2016-05-08"
"City Hotel",0,7,2016,"July",30,17,2,0,3,0,0,"BB","CHE","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14","NULL",0,"Transient",267,0,0,"Check-Out","2016-07-19"
"City Hotel",0,158,2016,"August",33,8,1,3,2,0,0,"BB","POL","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient",97.75,0,1,"Check-Out","2016-08-12"
"City Hotel",0,4,2016,"October",44,25,0,1,1,0,0,"BB","FRA","Aviation","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","153",0,"Transient",95,0,0,"Check-Out","2016-10-26"
"City Hotel",0,71,2016,"October",43,22,1,1,1,0,0,"HB","CN","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","39","NULL",0,"Transient",126.5,0,0,"Check-Out","2016-10-24"
"City Hotel",0,184,2016,"August",35,27,2,2,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90.95,0,1,"Check-Out","2016-08-31"
"City Hotel",1,420,2017,"May",20,20,2,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","B",1,"Non Refund","229","NULL",0,"Transient",80,0,0,"Canceled","2017-03-02"
"Resort Hotel",0,44,2015,"July",30,20,1,3,2,0,0,"HB","CN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","241","NULL",0,"Transient",115.85,0,0,"Check-Out","2015-07-24"
"Resort Hotel",0,12,2016,"May",21,16,1,0,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","184","NULL",0,"Transient",70,1,0,"Check-Out","2016-05-17"
"City Hotel",1,184,2016,"August",32,2,2,5,2,1,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9","NULL",0,"Transient",173.25,0,1,"Canceled","2016-04-28"
"City Hotel",1,437,2016,"May",19,2,1,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",60,0,0,"Canceled","2016-03-14"
"Resort Hotel",0,96,2016,"August",32,4,2,5,3,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","C",1,"No Deposit","5","NULL",0,"Transient",246.2,0,0,"Check-Out","2016-08-11"
"City Hotel",1,59,2015,"July",29,12,2,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",76.5,0,0,"Canceled","2015-06-15"
"City Hotel",0,13,2017,"May",18,1,1,2,2,0,0,"SC","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",126.67,0,1,"Check-Out","2017-05-04"
"City Hotel",0,80,2016,"June",23,4,2,1,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","85","NULL",0,"Transient",80.75,0,0,"Check-Out","2016-06-07"
"Resort Hotel",1,175,2015,"September",38,15,0,4,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",1,"No Deposit","15","NULL",0,"Transient-Party",0,0,0,"Canceled","2015-09-02"
"City Hotel",0,57,2016,"April",15,5,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",105.3,0,1,"Check-Out","2016-04-08"
"City Hotel",0,96,2015,"July",28,11,2,1,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","17","NULL",0,"Transient-Party",94.5,0,0,"Check-Out","2015-07-14"
"City Hotel",1,468,2016,"October",43,20,0,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","1","NULL",0,"Transient",62,0,0,"Canceled","2015-10-21"
"Resort Hotel",0,46,2015,"September",38,16,0,1,2,0,0,"BB","CHE","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","251","NULL",0,"Transient",62,0,0,"Check-Out","2015-09-17"
"Resort Hotel",0,8,2016,"April",15,3,2,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240","NULL",0,"Transient",131,1,0,"Check-Out","2016-04-08"
"Resort Hotel",1,312,2017,"July",29,22,2,5,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient",192,0,3,"Canceled","2016-10-24"
"City Hotel",0,54,2016,"June",26,19,2,3,2,0,0,"SC","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","7","NULL",0,"Transient",72.77,0,1,"Check-Out","2016-06-24"
"Resort Hotel",1,9,2016,"May",21,15,1,0,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","315","NULL",0,"Transient-Party",70,0,0,"Canceled","2016-05-06"
"City Hotel",0,0,2015,"October",40,1,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Contract",135.5,0,2,"Check-Out","2015-10-03"
"City Hotel",0,188,2016,"July",31,28,0,3,2,0,0,"BB","FRA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14","NULL",0,"Transient-Party",80.75,0,0,"Check-Out","2016-07-31"
"Resort Hotel",0,68,2016,"May",21,18,2,4,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",2,"No Deposit","314","NULL",0,"Transient",74.4,1,0,"Check-Out","2016-05-24"
"City Hotel",0,15,2016,"February",8,19,0,1,1,0,0,"BB","PRT","Corporate","TA/TO",0,0,0,"A","A",0,"No Deposit","NULL","67",0,"Transient-Party",81,0,0,"Check-Out","2016-02-20"
"City Hotel",1,118,2016,"June",23,2,0,3,3,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",159.3,0,0,"Canceled","2016-04-13"
"Resort Hotel",1,386,2016,"October",43,20,1,3,2,0,0,"BB","PRT","Groups","Corporate",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",49,0,0,"Canceled","2016-09-14"
"City Hotel",0,16,2015,"September",39,25,1,2,1,0,0,"BB","GBR","Groups","TA/TO",0,0,0,"A","D",1,"No Deposit","1","NULL",0,"Transient-Party",170,0,0,"Check-Out","2015-09-28"
"City Hotel",0,211,2016,"August",33,13,2,1,2,0,0,"SC","DEU","Online TA","TA/TO",0,0,0,"A","A",2,"No Deposit","9","NULL",0,"Transient",88.5,0,1,"Check-Out","2016-08-16"
"Resort Hotel",1,170,2017,"July",30,23,2,3,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240","NULL",0,"Transient",180,0,1,"Canceled","2017-03-14"
"Resort Hotel",1,46,2016,"September",39,19,1,0,2,0,0,"BB","CYP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",92,0,0,"Canceled","2016-08-24"
"City Hotel",0,219,2015,"September",36,4,1,2,1,0,0,"BB","SWE","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",76.67,0,0,"Check-Out","2015-09-07"
"City Hotel",1,110,2017,"April",17,26,1,4,2,1,0,"SC","NOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",100.8,0,0,"Canceled","2017-01-06"
"City Hotel",0,75,2015,"December",50,7,1,2,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","28","NULL",0,"Transient",60,0,0,"Check-Out","2015-12-10"
"City Hotel",1,90,2017,"April",16,19,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","390","NULL",0,"Transient-Party",100,0,0,"Canceled","2017-02-09"
"City Hotel",1,59,2017,"January",4,23,1,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","326","NULL",0,"Transient",80,0,0,"Canceled","2016-11-25"
"Resort Hotel",0,0,2017,"April",16,17,1,0,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",91,0,0,"Check-Out","2017-04-18"
"City Hotel",0,0,2016,"December",52,21,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,2,6,"A","A",2,"No Deposit","94","NULL",0,"Group",65,0,0,"Check-Out","2016-12-22"
"Resort Hotel",0,141,2016,"May",22,25,0,1,2,0,0,"BB","NOR","Offline TA/TO","TA/TO",0,0,0,"D","E",0,"No Deposit","251","NULL",0,"Transient-Party",59,0,1,"Check-Out","2016-05-26"
"City Hotel",1,0,2016,"April",14,2,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",89,0,0,"Canceled","2016-04-02"
"City Hotel",0,12,2017,"March",13,28,0,3,2,0,0,"SC","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",98,0,3,"Check-Out","2017-03-31"
"City Hotel",1,0,2016,"March",12,19,1,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",141,0,1,"No-Show","2016-03-19"
"Resort Hotel",0,9,2017,"July",28,14,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","C",0,"No Deposit","240","NULL",0,"Transient",157.5,0,1,"Check-Out","2017-07-16"
"Resort Hotel",0,35,2016,"December",50,8,0,3,1,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",43,0,1,"Check-Out","2016-12-11"
"Resort Hotel",1,119,2017,"June",23,4,2,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","240","NULL",0,"Transient",148,0,1,"Canceled","2017-04-09"
"City Hotel",1,323,2016,"May",21,17,0,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","3","NULL",0,"Transient-Party",70,0,0,"Canceled","2016-05-05"
"Resort Hotel",0,53,2015,"December",53,27,2,5,2,0,0,"BB","CHE","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","6","NULL",0,"Transient",65.43,0,0,"Check-Out","2016-01-03"
