"hotel","is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","days_in_waiting_list","customer_type","adr","reservation_status"
"City Hotel",0,12,"March",13,28,0,3,2,0,0,"SC","ITA",0,"Transient",98,"Check-Out"
"City Hotel",1,0,"March",12,19,1,1,2,0,0,"BB","GBR",0,"Transient",141,"No-Show"
"Resort Hotel",0,9,"July",28,14,0,2,2,0,0,"BB","PRT",0,"Transient",115,"Check-Out"
"Resort Hotel",0,35,"December",50,8,0,3,1,0,0,"BB","ESP",0,"Transient",43,"Check-Out"
"Resort Hotel",1,109,"June",23,4,2,3,2,0,0,"BB","GBR",0,"Transient",148,"Canceled"
"City Hotel",1,323,"May",21,17,0,4,2,0,0,"BB","PRT",0,"Transient-Party",70,"Canceled"
"Resort Hotel",0,53,"December",53,27,2,5,2,0,0,"BB","CHE",0,"Transient",65.43,"Check-Out"
"City Hotel",0,176,"July",27,2,2,1,2,1,0,"BB","DEU",0,"Transient",134.1,"Check-Out"
"Resort Hotel",0,335,"July",30,24,3,6,2,0,0,"HB","GBR",0,"Contract",134.85,"Check-Out"
"Resort Hotel",0,97,"May",20,16,2,5,2,0,0,"HB","FRA",0,"Transient",85.59,"Check-Out"
"City Hotel",1,16,"April",17,20,0,2,1,0,0,"HB","PRT",0,"Transient-Party",95,"Canceled"
"Resort Hotel",0,236,"May",20,12,0,3,2,0,0,"BB","GBR",0,"Transient-Party",48,"Check-Out"
"Resort Hotel",1,16,"December",52,25,2,4,1,0,0,"BB","PRT",0,"Transient",46,"Canceled"
"City Hotel",1,173,"August",33,13,2,1,2,0,0,"SC","ESP",0,"Transient",94.5,"Canceled"
"Resort Hotel",1,275,"October",41,4,2,0,2,0,0,"HB","PRT",0,"Transient",50,"Canceled"
"City Hotel",1,116,"June",25,18,2,2,2,0,0,"SC","CN",0,"Transient",99,"Canceled"
"City Hotel",0,140,"May",20,8,2,3,2,0,0,"BB","DEU",0,"Transient-Party",90.96,"Check-Out"
"Resort Hotel",0,3,"December",53,27,2,0,2,0,1,"BB","PRT",0,"Transient",71,"Check-Out"
"Resort Hotel",0,5,"July",29,20,0,1,2,0,0,"HB","PRT",0,"Transient",222,"Check-Out"
"Resort Hotel",0,121,"July",30,24,1,3,2,0,0,"Unknown","CN",0,"Transient",174,"Check-Out"
"City Hotel",1,184,"May",22,28,2,3,2,0,0,"BB","PRT",0,"Transient",130,"Canceled"
"City Hotel",0,62,"September",38,21,0,1,1,0,0,"HB","ITA",0,"Transient-Party",91,"Check-Out"
"City Hotel",1,58,"April",18,28,0,3,2,0,0,"BB","FRA",0,"Transient",120,"Canceled"
"Resort Hotel",0,83,"August",36,31,1,1,1,0,0,"BB","BEL",0,"Transient",80.55,"Check-Out"
"City Hotel",0,13,"September",37,4,2,1,2,0,0,"BB","PRT",0,"Transient",160,"Check-Out"
"City Hotel",0,5,"January",2,11,0,1,1,0,0,"BB","FRA",0,"Transient",75,"Check-Out"
"Resort Hotel",1,292,"August",34,16,0,3,3,1,0,"BB","PRT",0,"Transient",230,"Canceled"
"Resort Hotel",0,239,"September",38,19,1,1,1,0,0,"HB","FRA",0,"Transient-Party",59,"Check-Out"
"City Hotel",0,168,"September",37,11,0,2,2,0,0,"BB","PRT",0,"Transient-Party",60,"Check-Out"
"Resort Hotel",0,50,"February",8,22,0,1,2,0,0,"BB","PRT",0,"Transient",68,"Check-Out"
"City Hotel",1,109,"April",16,15,0,2,2,0,0,"Unknown","ESP",0,"Transient",103.5,"Canceled"
"Resort Hotel",0,12,"February",9,24,0,1,2,0,1,"BB","ARG",0,"Transient",36,"Check-Out"
"Resort Hotel",0,9,"October",42,14,1,4,2,0,0,"BB","PRT",0,"Transient",48.2,"Check-Out"
"City Hotel",1,236,"May",18,6,1,1,2,0,0,"HB","FRA",0,"Transient",159.6,"Canceled"
"City Hotel",0,0,"June",22,1,0,1,2,2,0,"SC","RUS",0,"Transient",126,"Check-Out"
"City Hotel",0,29,"December",51,17,0,1,1,1,0,"HB","PRT",0,"Transient",130,"Check-Out"
"City Hotel",1,166,"November",45,1,0,3,1,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"City Hotel",1,39,"August",35,22,1,0,1,1,0,"BB","Unknown",0,"Transient",144.9,"Canceled"
"City Hotel",0,160,"August",32,2,0,3,2,0,0,"BB","FRA",0,"Transient",114.3,"Check-Out"
"Resort Hotel",0,0,"May",18,1,1,0,1,0,0,"HB","IRL",0,"Transient",29,"Check-Out"
"City Hotel",0,21,"June",23,1,0,4,2,2,0,"BB","HUN",0,"Transient",175.95,"Check-Out"
"City Hotel",1,109,"August",34,24,1,3,2,0,0,"BB","GBR",0,"Transient",126,"Canceled"
"City Hotel",0,122,"April",16,15,0,2,2,0,0,"BB","PRT",56,"Transient-Party",85,"Check-Out"
"Resort Hotel",1,249,"April",15,14,2,5,2,0,0,"BB","GBR",0,"Transient",59.79,"Canceled"
"City Hotel",0,44,"January",1,2,2,1,2,0,0,"HB","PRT",0,"Transient-Party",98,"Check-Out"
"City Hotel",1,15,"February",7,17,0,2,2,0,0,"BB","PRT",0,"Transient",95,"Canceled"
"City Hotel",1,210,"August",31,4,2,3,2,0,0,"BB","GBR",0,"Transient",130.5,"Canceled"
"City Hotel",1,53,"November",48,21,1,1,2,0,0,"BB","FRA",0,"Transient",93.6,"Canceled"
"Resort Hotel",1,203,"August",31,1,4,10,2,0,0,"BB","PRT",0,"Transient",126.9,"Canceled"
"City Hotel",0,66,"March",13,28,0,4,2,0,0,"BB","DEU",0,"Transient",91.8,"Check-Out"
"City Hotel",0,1,"October",40,2,0,2,1,0,0,"BB","PRT",0,"Transient-Party",100,"Check-Out"
"City Hotel",0,29,"June",24,9,0,3,2,1,0,"BB","ISR",0,"Transient",217.1,"Check-Out"
"Resort Hotel",0,0,"November",47,17,0,1,2,0,0,"BB","PRT",0,"Transient",60,"Check-Out"
"City Hotel",0,30,"April",17,29,2,1,2,0,0,"SC","ESP",0,"Transient-Party",126.33,"Check-Out"
"Resort Hotel",1,1,"November",45,1,1,0,2,0,0,"BB","PRT",0,"Transient",49,"No-Show"
"City Hotel",0,53,"May",20,13,1,2,2,0,0,"BB","ESP",0,"Transient",149.4,"Check-Out"
"Resort Hotel",0,16,"September",38,16,0,2,2,0,0,"BB","ESP",0,"Transient",99.5,"Check-Out"
"City Hotel",0,308,"September",36,1,0,3,2,0,0,"SC","CHE",0,"Transient",100,"Check-Out"
"City Hotel",0,73,"March",13,20,2,1,3,0,0,"BB","DEU",0,"Transient",171,"Check-Out"
"City Hotel",0,112,"April",14,8,2,2,2,0,0,"BB","AUT",0,"Transient",99,"Check-Out"
"City Hotel",0,7,"October",42,12,1,0,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"Resort Hotel",1,105,"April",16,20,2,3,2,0,0,"BB","PRT",0,"Transient",130.5,"Canceled"
"Resort Hotel",1,375,"October",42,15,4,10,2,0,0,"HB","PRT",0,"Contract",59.5,"Canceled"
"Resort Hotel",0,177,"April",16,16,2,5,2,0,0,"BB","DNK",0,"Transient",100.21,"Check-Out"
"Resort Hotel",0,153,"April",14,3,1,3,2,0,0,"BB","IRL",0,"Transient",78.75,"Check-Out"
"City Hotel",0,52,"May",19,15,2,1,1,0,0,"BB","Unknown",0,"Transient",140.4,"Check-Out"
"City Hotel",0,95,"April",17,23,2,3,3,0,0,"BB","FRA",0,"Transient",115,"Check-Out"
"City Hotel",0,65,"March",10,8,2,4,2,0,0,"BB","IRL",0,"Transient",67.15,"Check-Out"
"City Hotel",1,176,"April",15,9,1,1,2,0,0,"HB","PRT",0,"Transient",125,"Canceled"
"City Hotel",1,105,"May",20,19,0,2,1,0,0,"BB","PRT",0,"Transient",160,"Canceled"
"City Hotel",1,188,"July",28,4,7,17,2,0,0,"BB","AGO",0,"Transient",90.95,"No-Show"
"City Hotel",0,66,"March",10,10,1,2,2,0,0,"BB","FRA",0,"Transient-Party",80,"Check-Out"
"City Hotel",1,139,"June",24,12,1,1,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"City Hotel",0,0,"October",42,12,0,3,2,0,0,"BB","PRT",0,"Transient-Party",70,"Check-Out"
"City Hotel",1,277,"November",46,7,1,2,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"Resort Hotel",0,5,"August",33,9,1,0,2,0,0,"BB","PRT",0,"Transient",127.31,"Check-Out"
"City Hotel",0,1,"January",1,5,0,2,2,0,0,"BB","GTM",0,"Transient",68,"Check-Out"
"Resort Hotel",0,66,"October",43,21,2,2,2,0,0,"HB","BRA",0,"Transient",75.76,"Check-Out"
"City Hotel",0,34,"May",22,22,2,0,2,0,0,"BB","ARG",0,"Transient",115,"Check-Out"
"City Hotel",1,80,"March",13,25,2,2,2,0,0,"BB","PRT",0,"Transient",74.8,"Canceled"
"City Hotel",0,4,"November",48,24,0,4,2,0,0,"BB","FRA",0,"Transient",100,"Check-Out"
"Resort Hotel",0,5,"January",4,24,0,1,1,0,0,"BB","PRT",0,"Transient",35,"Check-Out"
"Resort Hotel",1,304,"August",31,4,0,2,2,0,0,"HB","GBR",0,"Transient",167.18,"Canceled"
"Resort Hotel",0,94,"February",7,13,1,3,3,0,0,"HB","GBR",7,"Transient-Party",88,"Check-Out"
"City Hotel",1,18,"February",9,24,0,4,2,0,0,"Unknown","IRL",0,"Transient",80.1,"Canceled"
"City Hotel",1,325,"October",43,17,1,2,2,0,0,"BB","PRT",0,"Transient",95,"Canceled"
"Resort Hotel",0,165,"December",53,30,0,4,2,0,0,"Undefined","Unknown",7,"Transient-Party",136.5,"Check-Out"
"City Hotel",0,247,"June",24,6,1,1,2,0,0,"HB","DEU",0,"Transient-Party",115,"Check-Out"
"City Hotel",1,367,"October",43,19,1,1,2,0,0,"BB","PRT",0,"Contract",62,"Canceled"
"City Hotel",0,100,"April",17,18,1,3,2,0,0,"SC","DEU",0,"Transient",72.25,"Check-Out"
"City Hotel",0,277,"September",37,5,2,5,2,0,0,"HB","NOR",0,"Transient-Party",89.14,"Check-Out"
"City Hotel",0,14,"August",34,19,2,4,2,0,0,"BB","NLD",0,"Transient",155.83,"Check-Out"
"Resort Hotel",1,162,"March",13,31,2,5,2,0,0,"BB","GBR",0,"Transient",82,"Canceled"
"City Hotel",0,40,"November",47,18,1,2,2,0,0,"SC","FRA",0,"Transient",67.76,"Check-Out"
"City Hotel",0,18,"May",20,10,0,3,2,0,0,"BB","FRA",0,"Transient",146,"Check-Out"
"City Hotel",1,198,"July",31,27,1,1,2,0,0,"BB","PRT",0,"Contract",62,"Canceled"
"City Hotel",0,0,"May",20,17,0,1,1,0,0,"SC","Unknown",0,"Transient",106.28,"Check-Out"
"City Hotel",1,104,"May",20,15,1,2,1,0,0,"BB","PRT",0,"Transient",160,"Canceled"
"Resort Hotel",1,135,"December",53,30,1,2,2,0,0,"BB","PRT",0,"Transient",73.5,"Canceled"
"City Hotel",0,3,"November",47,13,2,1,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"City Hotel",0,17,"December",50,8,1,3,2,0,0,"BB","FRA",0,"Transient",91.38,"Check-Out"
"Resort Hotel",0,277,"May",22,30,0,3,2,0,0,"BB","GBR",0,"Transient",82.1,"Check-Out"
"City Hotel",1,96,"July",30,29,0,1,2,0,0,"BB","PRT",0,"Transient",80.1,"Canceled"
"City Hotel",1,37,"October",42,13,0,3,2,0,0,"BB","PRT",0,"Transient-Party",105,"Canceled"
"Resort Hotel",0,0,"April",16,21,0,1,2,0,0,"BB","PRT",0,"Transient",70,"Check-Out"
"City Hotel",1,39,"April",17,20,1,4,2,0,0,"BB","Unknown",0,"Transient",120.6,"Canceled"
"Resort Hotel",0,1,"August",31,4,0,2,2,0,0,"BB","PHL",0,"Transient",171,"Check-Out"
"Resort Hotel",1,30,"November",46,12,2,2,2,0,0,"BB","PRT",0,"Transient",36.84,"Canceled"
"Resort Hotel",0,4,"November",48,23,1,1,1,0,0,"BB","ESP",0,"Transient",25,"Check-Out"
"City Hotel",0,3,"January",1,5,0,3,1,0,0,"BB","USA",0,"Transient",90.1,"Check-Out"
"City Hotel",0,11,"February",6,11,2,3,2,0,0,"SC","HRV",0,"Transient",74.8,"Check-Out"
"City Hotel",0,159,"April",15,9,1,1,2,0,0,"BB","FRA",7,"Transient-Party",70,"Check-Out"
"City Hotel",1,240,"July",29,23,2,1,2,0,0,"BB","PRT",0,"Transient",110,"Canceled"
"City Hotel",1,283,"October",43,16,2,0,2,0,0,"HB","PRT",0,"Transient",80,"Canceled"
"City Hotel",0,73,"January",2,12,0,2,2,0,0,"BB","FRA",0,"Transient",106,"Check-Out"
"City Hotel",0,0,"December",51,14,0,1,1,0,0,"BB","PRT",0,"Transient",65,"Check-Out"
"Resort Hotel",0,0,"December",49,3,0,1,1,0,0,"BB","PRT",0,"Transient",48,"Check-Out"
"City Hotel",1,317,"September",38,15,0,2,2,0,0,"BB","Unknown",0,"Transient",120,"Canceled"
"City Hotel",0,92,"November",46,11,0,3,2,0,0,"BB","FRA",0,"Transient",72.25,"Check-Out"
"Resort Hotel",0,27,"February",7,12,0,2,2,0,0,"BB","PRT",0,"Transient",53,"Check-Out"
"Resort Hotel",1,90,"April",17,27,0,1,2,0,0,"BB","PRT",0,"Transient",74,"Canceled"
"City Hotel",0,133,"April",16,19,0,4,2,0,0,"BB","LTU",0,"Transient-Party",110,"Check-Out"
"City Hotel",1,14,"August",36,28,2,1,2,0,0,"BB","PRT",0,"Transient",130,"Canceled"
"City Hotel",0,48,"April",14,2,2,5,1,0,0,"BB","AUS",0,"Transient",117,"Check-Out"
"City Hotel",0,5,"March",13,23,0,1,2,0,0,"BB","MEX",0,"Transient",112,"Check-Out"
"City Hotel",0,306,"January",1,2,1,3,2,0,0,"SC","ITA",0,"Transient-Party",67.15,"Check-Out"
"Resort Hotel",0,5,"March",13,31,0,2,2,0,0,"BB","PRT",0,"Transient",99.5,"Check-Out"
"Resort Hotel",0,22,"January",3,13,0,2,1,0,0,"BB","NULL",0,"Transient",27,"Check-Out"
"Resort Hotel",0,13,"January",2,12,0,2,2,0,0,"BB","PRT",0,"Transient",40,"Check-Out"
"City Hotel",0,24,"December",49,5,2,2,2,0,0,"Unknown","BEL",0,"Transient-Party",50,"Check-Out"
"Resort Hotel",0,130,"July",28,9,2,0,2,0,0,"Unknown","TWN",0,"Transient-Party",140,"Check-Out"
"City Hotel",0,73,"July",31,27,0,2,3,0,0,"BB","GBR",0,"Transient",187,"Check-Out"
"City Hotel",1,2,"April",17,23,2,4,2,2,0,"BB","AGO",0,"Transient",206,"No-Show"
"City Hotel",1,136,"March",12,21,0,3,2,0,0,"BB","AUT",0,"Transient",93.6,"Canceled"
"City Hotel",0,12,"November",47,16,0,1,1,0,0,"BB","ESP",0,"Transient",80.8,"Check-Out"
"City Hotel",0,99,"February",8,19,0,1,1,0,0,"BB","ESP",0,"Transient-Party",81,"Check-Out"
"Resort Hotel",1,120,"June",24,14,0,4,2,0,0,"HB","PRT",0,"Transient",99,"Canceled"
"City Hotel",0,65,"March",12,25,2,1,3,0,0,"BB","ITA",0,"Transient",149.33,"Check-Out"
"Resort Hotel",0,7,"October",41,9,0,2,2,0,0,"Unknown","PRT",0,"Contract",50,"Check-Out"
"City Hotel",1,71,"June",25,14,0,3,1,0,0,"BB","PRT",0,"Transient",85,"Canceled"
"Resort Hotel",1,235,"June",23,8,2,3,2,0,0,"BB","DEU",0,"Transient",107.1,"Canceled"
"City Hotel",1,195,"February",8,24,0,1,2,0,0,"BB","BRA",0,"Transient",90,"Canceled"
"Resort Hotel",0,212,"September",39,26,0,1,2,0,0,"BB","PRT",0,"Transient-Party",74.7,"Check-Out"
"Resort Hotel",0,2,"February",9,27,1,0,2,1,0,"BB","ESP",0,"Group",42.5,"Check-Out"
"City Hotel",0,67,"June",25,20,0,3,2,0,0,"BB","FRA",0,"Transient",170,"Check-Out"
"City Hotel",1,87,"May",21,16,4,10,2,2,0,"BB","RUS",0,"Transient",187.85,"Canceled"
"Resort Hotel",0,8,"May",20,17,0,3,2,0,0,"BB","GBR",0,"Transient",85,"Check-Out"
"City Hotel",0,56,"April",14,5,0,4,3,0,0,"BB","BRA",0,"Transient",170.5,"Check-Out"
"City Hotel",0,268,"October",44,28,1,2,2,0,0,"BB","GBR",0,"Transient",96.3,"Check-Out"
"Resort Hotel",0,138,"September",38,16,2,5,2,0,0,"BB","CN",0,"Transient",66.15,"Check-Out"
"Resort Hotel",0,29,"February",7,11,1,3,2,0,0,"BB","GBR",0,"Transient",40.65,"Check-Out"
"City Hotel",1,147,"August",34,21,1,2,2,0,0,"BB","ESP",0,"Transient",101.88,"Canceled"
"City Hotel",1,57,"September",37,6,0,3,2,0,0,"BB","BEL",0,"Transient",124.2,"Canceled"
"City Hotel",1,207,"September",40,29,0,2,2,0,0,"BB","PRT",0,"Transient",48,"Canceled"
"City Hotel",0,3,"August",32,3,0,1,3,0,0,"SC","BRA",0,"Transient",174,"Check-Out"
"City Hotel",1,227,"June",22,1,0,3,3,0,0,"BB","FRA",0,"Transient",157.5,"Canceled"
"Resort Hotel",1,82,"February",8,25,2,1,2,0,0,"BB","ESP",0,"Transient",42,"Canceled"
"City Hotel",1,275,"October",41,5,1,4,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,0,"January",2,6,0,1,1,0,0,"BB","PRT",0,"Transient",73.9,"Check-Out"
"Resort Hotel",0,30,"April",14,2,2,5,1,0,0,"HB","GBR",0,"Contract",48.2,"Check-Out"
"City Hotel",1,265,"April",17,20,0,4,2,0,0,"BB","PRT",176,"Transient-Party",101,"Canceled"
"Resort Hotel",1,198,"August",33,15,2,5,2,0,0,"HB","CHE",0,"Transient",231.43,"Canceled"
"City Hotel",1,28,"September",37,11,2,5,2,0,0,"BB","PRT",0,"Transient-Party",113.79,"Canceled"
"Resort Hotel",0,221,"April",18,30,2,5,2,0,0,"HB","GBR",0,"Transient-Party",73.43,"Check-Out"
"City Hotel",0,1,"July",28,11,0,1,1,0,0,"SC","Unknown",0,"Transient",115.6,"Check-Out"
"City Hotel",1,124,"April",16,14,1,3,2,0,0,"BB","ESP",0,"Transient",87.55,"Canceled"
"City Hotel",0,115,"March",12,22,1,4,2,0,0,"Unknown","HUN",0,"Transient",74.8,"Check-Out"
"City Hotel",0,179,"August",35,22,1,0,3,0,0,"BB","GBR",0,"Transient-Party",137.7,"Check-Out"
"Resort Hotel",1,69,"April",13,1,2,5,2,2,0,"BB","DEU",0,"Transient",129.57,"Canceled"
"Resort Hotel",0,3,"May",21,20,0,2,2,0,0,"BB","ESP",0,"Transient",89,"Check-Out"
"City Hotel",1,72,"May",20,14,2,2,2,0,0,"BB","ESP",0,"Transient",100.3,"Canceled"
"City Hotel",0,15,"October",41,4,0,2,1,1,0,"BB","CHE",0,"Transient",116.31,"Check-Out"
"City Hotel",0,405,"July",27,4,0,2,2,0,0,"HB","DEU",0,"Transient-Party",114.4,"Check-Out"
"City Hotel",1,119,"May",22,27,1,2,2,0,0,"BB","Unknown",0,"Transient",140.4,"Canceled"
"Resort Hotel",1,46,"February",8,14,2,2,2,0,0,"BB","PRT",0,"Transient",29,"Canceled"
"City Hotel",0,51,"October",43,21,0,3,2,1,0,"BB","CHE",0,"Contract",112,"Check-Out"
"City Hotel",1,148,"December",53,31,1,3,2,0,0,"BB","PRT",98,"Transient",77.5,"Canceled"
"City Hotel",0,0,"January",2,4,1,3,2,0,0,"BB","PRT",0,"Transient",41,"Check-Out"
"City Hotel",0,50,"July",27,6,0,1,1,0,0,"BB","FRA",0,"Transient",125,"Check-Out"
"Resort Hotel",1,215,"April",17,28,2,2,2,0,0,"HB","ESP",0,"Transient",82.8,"Canceled"
"Resort Hotel",0,121,"September",39,21,1,1,2,0,0,"BB","PRT",0,"Transient",99,"Check-Out"
"City Hotel",0,0,"September",38,16,1,2,2,0,0,"Unknown","PRT",0,"Transient",0,"Check-Out"
"City Hotel",1,305,"November",45,4,1,2,2,0,0,"BB","PRT",0,"Transient",89,"Canceled"
"City Hotel",0,72,"October",44,28,0,3,2,0,0,"BB","ISR",58,"Transient-Party",85.67,"Check-Out"
"City Hotel",1,151,"January",4,19,0,3,1,0,0,"BB","PRT",63,"Transient-Party",80,"Canceled"
"City Hotel",0,0,"April",16,19,0,1,1,0,0,"BB","PRT",0,"Transient",125,"Check-Out"
"Resort Hotel",0,23,"June",23,8,0,2,2,0,0,"BB","DEU",0,"Transient",0,"Check-Out"
"City Hotel",0,4,"November",48,27,1,2,2,0,0,"BB","DEU",0,"Transient",100,"Check-Out"
"Resort Hotel",0,174,"October",41,7,2,5,1,0,0,"HB","Unknown",0,"Transient-Party",68.43,"Check-Out"
"City Hotel",0,30,"May",21,21,2,4,2,0,0,"BB","DEU",0,"Transient",136.72,"Check-Out"
"City Hotel",1,451,"May",21,16,1,2,2,0,0,"BB","PRT",0,"Transient",60,"Canceled"
"City Hotel",0,73,"March",13,31,1,2,2,0,0,"Unknown","POL",0,"Transient",110.4,"Check-Out"
"Resort Hotel",0,1,"March",14,29,0,1,1,0,0,"BB","PRT",0,"Transient",43,"Check-Out"
"City Hotel",0,104,"June",24,7,0,4,2,0,0,"BB","DEU",0,"Transient",87.67,"Check-Out"
"City Hotel",0,14,"April",16,18,0,3,2,0,0,"SC","GBR",0,"Transient",115,"Check-Out"
"City Hotel",1,11,"June",25,14,0,3,2,0,0,"BB","PRT",0,"Transient",90,"Canceled"
"City Hotel",0,16,"December",50,4,1,0,1,0,0,"BB","Unknown",0,"Transient",65,"Check-Out"
"Resort Hotel",0,3,"April",16,14,0,1,2,0,0,"HB","PRT",0,"Transient-Party",125,"Check-Out"
"City Hotel",0,155,"June",23,5,1,1,2,2,0,"BB","DEU",0,"Transient",225,"Check-Out"
"Resort Hotel",1,38,"August",34,21,1,3,2,0,0,"HB","PRT",0,"Transient",199.12,"Canceled"
"City Hotel",1,5,"September",39,20,2,0,2,0,0,"BB","PRT",0,"Transient",100,"Canceled"
"City Hotel",1,282,"July",27,5,0,2,3,0,0,"HB","ITA",0,"Transient",187,"Canceled"
"City Hotel",1,109,"December",50,6,0,2,2,0,0,"SC","ESP",0,"Transient",79.2,"Canceled"
"Resort Hotel",1,393,"October",41,8,2,2,2,0,0,"Unknown","Unknown",0,"Transient",72,"Canceled"
"City Hotel",1,130,"April",16,13,0,4,2,0,0,"BB","Unknown",10,"Transient",62,"Canceled"
"City Hotel",0,99,"February",8,19,0,1,1,0,0,"BB","PRT",0,"Transient-Party",81,"Check-Out"
"City Hotel",1,33,"June",24,12,1,1,2,0,0,"BB","GBR",0,"Transient",140,"Canceled"
"Resort Hotel",0,233,"September",36,11,4,10,2,0,0,"HB","GBR",0,"Contract",90.76,"Check-Out"
"Resort Hotel",0,115,"July",31,30,2,0,2,0,0,"BB","AUS",0,"Transient",209,"Check-Out"
"City Hotel",1,186,"May",22,30,0,2,2,0,0,"BB","PRT",0,"Transient",130,"Canceled"
"Resort Hotel",0,80,"April",14,8,2,2,2,2,0,"BB","ITA",0,"Transient",165,"Check-Out"
"City Hotel",1,325,"July",28,15,1,1,2,0,0,"BB","BRA",0,"Transient",103.5,"Canceled"
"Resort Hotel",1,260,"September",38,19,2,5,2,0,0,"BB","PRT",0,"Transient",54.99,"Canceled"
"Resort Hotel",0,190,"June",23,6,0,1,2,0,0,"BB","DEU",0,"Transient",80,"Check-Out"
"City Hotel",0,112,"August",34,25,0,2,2,2,0,"BB","GBR",0,"Transient",235,"Check-Out"
"Resort Hotel",0,201,"May",21,16,3,8,2,0,0,"BB","DEU",0,"Transient",46.98,"Check-Out"
"Resort Hotel",0,154,"July",28,13,2,5,2,0,0,"BB","CHE",0,"Transient",155.57,"Check-Out"
"Resort Hotel",1,194,"March",11,14,4,14,2,0,0,"HB","PRT",7,"Transient-Party",62,"Canceled"
"City Hotel",0,4,"August",32,2,0,1,2,0,0,"SC","ESP",0,"Transient",87.2,"Check-Out"
"City Hotel",1,185,"July",28,5,3,5,2,0,0,"BB","PRT",0,"Transient",76.5,"Canceled"
"City Hotel",1,99,"August",33,8,1,2,2,0,0,"BB","ESP",0,"Transient",140.4,"Canceled"
"Resort Hotel",0,9,"May",20,12,0,2,1,0,0,"HB","PRT",0,"Transient-Party",0,"Check-Out"
"City Hotel",0,121,"August",36,31,0,1,2,1,0,"BB","Unknown",0,"Transient",0,"Check-Out"
"Resort Hotel",0,4,"April",16,17,1,0,2,0,0,"BB","BEL",0,"Transient",114.95,"Check-Out"
"Resort Hotel",0,197,"August",33,13,2,2,2,0,0,"BB","FRA",0,"Transient-Party",110.7,"Check-Out"
"City Hotel",0,133,"April",16,19,0,4,2,0,0,"BB","ISL",0,"Transient-Party",124,"Check-Out"
"Resort Hotel",0,5,"October",43,18,0,1,1,0,0,"BB","PRT",0,"Transient",39,"Check-Out"
"City Hotel",1,184,"February",8,23,0,3,2,0,0,"BB","ITA",0,"Transient",93.6,"Canceled"
"City Hotel",1,118,"December",53,28,1,4,2,0,0,"BB","PRT",0,"Transient",110.8,"Canceled"
"City Hotel",1,140,"August",33,18,2,2,2,0,0,"HB","FRA",0,"Transient",193,"Canceled"
"City Hotel",1,111,"April",17,27,1,3,2,0,0,"BB","PRT",0,"Transient",120,"Canceled"
"City Hotel",0,198,"May",21,20,0,1,2,0,0,"BB","PRT",98,"Transient-Party",65,"Check-Out"
"Resort Hotel",0,2,"July",28,8,0,2,2,0,0,"BB","ESP",0,"Transient",181,"Check-Out"
"Resort Hotel",0,7,"March",13,22,0,1,1,0,0,"BB","Unknown",0,"Transient-Party",34.4,"Check-Out"
"City Hotel",1,230,"September",38,12,1,3,2,0,0,"BB","GBR",0,"Transient",109.65,"Canceled"
"Resort Hotel",1,13,"September",37,8,0,3,2,0,0,"BB","Unknown",0,"Transient",161,"Canceled"
"Resort Hotel",1,10,"August",31,1,0,1,2,0,0,"BB","PRT",0,"Transient-Party",252,"Canceled"
"Resort Hotel",1,203,"May",20,10,0,2,2,0,0,"BB","PRT",0,"Transient-Party",46,"Canceled"
"City Hotel",1,209,"August",34,27,1,1,2,0,0,"SC","Unknown",0,"Transient",90,"Canceled"
"City Hotel",1,172,"April",15,13,1,3,3,0,0,"BB","ITA",0,"Transient",173.25,"Canceled"
"City Hotel",0,47,"July",27,3,1,3,3,0,0,"BB","IRL",0,"Transient",152.1,"Check-Out"
"City Hotel",0,24,"February",6,5,2,5,1,0,0,"BB","MAR",0,"Transient-Party",75,"Check-Out"
"City Hotel",1,80,"March",13,31,0,2,2,0,0,"BB","PRT",12,"Transient",90,"Canceled"
"City Hotel",0,102,"October",42,16,1,2,2,0,0,"BB","GBR",0,"Transient",89.25,"Check-Out"
"City Hotel",0,100,"September",40,28,0,4,2,0,0,"HB","ITA",0,"Transient-Party",140,"Check-Out"
"City Hotel",0,0,"March",12,15,0,4,2,0,0,"BB","PRT",0,"Transient",55,"Check-Out"
"City Hotel",1,102,"April",17,24,1,3,2,0,0,"BB","PRT",0,"Transient-Party",100,"Canceled"
"City Hotel",0,11,"March",12,16,0,3,2,0,0,"BB","PRT",0,"Transient",95.48,"Check-Out"
"City Hotel",0,1,"April",14,5,0,1,1,0,0,"BB","FRA",0,"Transient",95,"Check-Out"
"Resort Hotel",1,72,"August",33,15,2,5,2,0,0,"HB","PRT",0,"Transient",149,"Canceled"
"Resort Hotel",1,49,"December",53,31,0,3,2,0,0,"BB","PRT",0,"Transient",85.67,"Canceled"
"Resort Hotel",0,9,"February",6,6,0,1,2,0,0,"BB","PRT",0,"Transient",59,"Check-Out"
"City Hotel",1,322,"May",21,19,1,3,2,0,0,"BB","PRT",120,"Transient",80,"Canceled"
